Title,Company,Expereince,Salary,Location,Qualification,Posted
ERP Sr. Principal Consultant - AHCS/ FAH (Accounting Hub),Oracle,10-18 Yrs,Not disclosed,"Hybrid - Noida, Kolkata, Gandhinagar, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)"," Minimum of a Bachelors degree in Commerce, Advanced Degree like a CA, CPA, ICWA, MBA Fi...",23 Days Ago
F2B EQD Java Developer - Software Engineer,BNP Paribas,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Experience of Software Development Life Cycle . Should be extremely good at troubleshoo...,22 Days Ago
Associate Level 1/Sr. Associate - AML L1,BNP Paribas,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Direct contribution to the Bank's operational permanent control framework. Direct Respo...,22 Days Ago
Personalized Internet Ads Assessor Hindi,TELUS International,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," This is a freelance, independent contractor position . You must be living in India for ...",22 Days Ago
Sales Manager - US,BYJUS,1-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Comfortable with changing shift timings so that we may serve our customers better . . Q...,22 Days Ago
Sales Manager - Home Demo,BYJUS,1-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Quick learner with strong negotiation skills . Should be a graduate or 12+3 years dip...,22 Days Ago
Process Mining - Pan India,Tech Mahindra,2-7 Yrs,6-15 Lacs PA,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Experience working with ERP and other similar systems (e.g,22 Days Ago
Ms Crm Technical Consultant,Cognizant,5-10 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Role & responsibilities Tech CRM, C# and OOPS Concepts, JSON Creation, Knowledge in Ext...",22 Days Ago
Job Opening For NetApp Cloud Data Support Role at HCL Tech,HCLTech,7-12 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Experience: 7+Yrs. Notice Period: Short NoticeNeed experience in NetApp Cloud Data Sens...,22 Days Ago
Job Opening For L3 Windows Support Role at HCL Tech,HCLTech,7-12 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Should be able to majority of complex configuration problems by troubleshooting and sim...,23 Days Ago
Back End Developer - Python,EY,2-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Maharashtra, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Role objectivesProduct Engineer will develop a particular product/ tool end to end.Unde...,23 Days Ago
Senior Clinical Research Monitor,Medtronic,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Oversees and resolves operational aspects of clinical trials in conjunction with projec...,30+ Days Ago
Manager - Service Training (L5),Tata Motors Finance,7-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Channel partner Manpower assessment & certification,30+ Days Ago
TSM - EVBU Professional,Tata Motors Finance,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Education BE / B Tech /MBA,23 Days Ago
Sr Manager - Legal and Compliance Officer,Tata Motors Finance,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Desired Profile: . Graduate in law from a reputed university with 5-7 years of experi...,23 Days Ago
Principal Software Maintenance Engineer,Red Hat,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Assist in the development of comprehensive and reusable self-service solutions for futu...,23 Days Ago
L3 Support-VMware,HCLTech,8-13 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Experience in configuring and maintaining VMware HA, DRS clusters and vMotion . Good Un...",23 Days Ago
SAP ABAP with Screen Personas Lead - PAN India,Tech Mahindra,8-13 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Minimum 10 + years of experience ABAP Lead with Persona Expertise (Mandatory) Experienc...,23 Days Ago
Mobile Automation Tester With Appium Selenium,Cognizant,6-9 Yrs,12-18 Lacs PA,"Hybrid - Kochi/ Cochin, Kerala, Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," Experience: 6 to 9 YearsLocation: Pan IndiaMandatory Skills: Automation Testing, Mobile...",24 Days Ago
Capgemini Hiring_MS Dynamics CRM Developer,Capgemini,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, Maharashtra, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR"," Dear Candidate, . We came across your job profile and found it to be a good match for a...",24 Days Ago
